pdb_________::ddc650ca7bee77401c6429511184c9cb,"s. cerevisiae dbp5 l327v bound to nup159, gle1 h337r, ip6 and adp",,,2020-11-21,2020,not available,,false,6,"",false,dataset,false,false,false
doi_________::036f00879f93f35f278b3970161afde4,Sensitive Superconducting Gravity Gradiometer Constructed with Levitated Test Masses,American Physical Society (APS),Physical Review Applied,2017-12-21,2017,Open Access,,false,5,Crossref)null,true,publication,true,false,false
doi_dedup___::8a0cc8302f6bd8db4354bf6919689f92,Probing the boundary between star clusters and dwarf galaxies: A MUSE view on the dynamics of Crater/Laevens I,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,2016-05-12,2016,Open Access,,false,8,Crossref)null,true,publication,false,true,false
doi_dedup___::718977fcbeb1058a912ff32c4dcb8657,P450BM3-Catalyzed Oxidations Employing Dual Functional Small Molecules,MDPI AG,Catalysts,2019-01-01,2019,Open Access,,false,6,"Crossref)null)Catalysts, 9(7))urn:issn:2073-4344)VOLUME=9;ISSUE=7;ISSN=2073-4344;TITLE=Catalysts)Catalysts, Vol 9, Iss 7, p 567 (2019))Catalysts)reponame:idUS. Depósito de Investigación de la Universidad de Sevilla)instname:",true,publication,true,false,true
doi_dedup___::9bc3d90cfd8a390d3be9fccb428f4426,Large field-like torque in amorphous Ru2Sn3 originated from the intrinsic spin Hall effect,arXiv,,2020-09-14,2020,Open Access,2020-01-01,false,9,"",true,publication,false,true,false
doi_________::eea29f22c18db34a901b2bdedb0e5059,Nasturtium microphyllum Boenn. ex Rchb. (BR0000010503447),Zenodo,,2019-05-19,2019,Open Access,,false,1,"",true,dataset,false,false,false
doi_________::8889fc4f28f093e274e56966860a5774,Additional file 7: Table S4. of Combining RNA-seq and proteomic profiling to identify seminal fluid proteins in the migratory grasshopper Melanoplus sanguinipes (F),Figshare,,2015-01-01,2015,Open Access,,false,4,"",true,dataset,false,false,false
doi_dedup___::062493bfdccaf5c8bbbd24e22bfbb806,"sj-doc-6-eup-10.1177_14651165221098541 - Supplemental material for European fiscal reform preferences of parliamentarians in France, Germany and Italy",SAGE Journals,,2022-01-01,2022,not available,,false,7,"",true,publication,false,false,false
core_ac_uk__::803383bf104a74ffcc18f848da7c3d1b,Contemporary particle-in-cell approach to laser-plasma modelling,,,2015-09-10,2015,Open Access,,false,11,1361-6587,false,publication,false,false,false
doi_dedup___::18e86497ccc88d7aec377d61752dbd6e,Strongly solvable spaces,Duke University Press,Duke Mathematical Journal,2015-02-01,2015,Open Access,,false,1,"Crossref)null)Duke Math. J. 164, no. 2 (2015), 361-402",true,publication,true,true,false
doi_dedup___::66a94761b8511823887a87a39f945fce,Synthesis and Characterization of Bidentate Isonitrile Iron Complexes.,American Chemical Society (ACS),Organometallics,2021-01-22,2021,Open Access,,false,8,Crossref)null)Organometallics,true,publication,false,true,false
od______8936::9edf8c96301028946ff25fed24e6d456,Examples of HBEM application for multilayer problems solving,University of West Bohemia,,2013-01-01,2013,Open Access,,false,4,"",true,publication,false,false,false
doi_________::388384339c36b6610d7ae54eefbd1f5b,Natural Oscillation Gait in Humanoid Biped Locomotion,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Control Systems Technology,2020-11-01,2020,Closed Access,,false,2,Crossref)null,true,publication,true,false,false
doi_________::fff2f4a662dcc856e04923accf444542,The Role of Graphlets in Viral Processes on Networks,Springer Science and Business Media LLC,Journal of Nonlinear Science,2018-05-26,2018,Open Access,,false,4,Crossref)null,true,publication,true,false,false
doi_________::772944eb166291505a0f63e57fdde31a,Experimental investigation of bifurcation induced bandgap reconfiguration,AIP Publishing,Journal of Applied Physics,2014-08-28,2014,not available,,false,5,Crossref)null,true,publication,true,false,false
doi_dedup___::088b06e72c25f3e25d3a1c0f11fdb94d,Describing differences in weight and length growth trajectories between white and Pakistani infants in the UK: analysis of the Born in Bradford birth cohort study using multilevel linear spline models,BMJ,Archives of Disease in Childhood,2013-02-01,2013,Open Access,,false,8,Crossref)null)0003-9888)Archives of Disease in Childhood,true,publication,true,true,false
doi_dedup___::fbe7d27d0f2ab2de87a31687a8046bdf,Proapoptotic BIM Impacts B Lymphoid Homeostasis by Limiting the Survival of Mature B Cells in a Cell-Autonomous Manner.,Frontiers Media S.A.,Frontiers in Immunology,2018-03-01,2018,Open Access,,false,10,"Frontiers in Immunology)Frontiers in Immunology, Vol 9 (2018))Crossref)null",true,publication,true,true,true
doi_________::3a664afdacad5d0b33885e5dff781114,Galaxy group masses via caustic analysis,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,2012-05-07,2012,Open Access,,false,15,Crossref)null,true,publication,true,false,false
doi_dedup___::2ead34b2d4517665523612d0a627c922,Palladium-Borane Cooperation: Evidence for an Anionic Pathway and Its Application to Catalytic Hydro-/Deutero-dechlorination.,Wiley,Angewandte Chemie International Edition,2019-10-18,2019,Open Access,,false,6,"Crossref)null)ISSN: 1433-7851)EISSN: 1521-3773)Angewandte Chemie International Edition)https://hal.archives-ouvertes.fr/hal-02398798)Angewandte Chemie International Edition, Wiley-VCH Verlag, 2019, &#x27E8;10.1002/anie.201909675&#x27E9;)https://hal.science/hal-02398798)Angewandte Chemie International Edition, 2019, &#x27E8;10.1002/anie.201909675&#x27E9;",true,publication,true,false,false
doi_dedup___::ff421aee875e62c19650953aa9fbee4b,application in indexing biomedical articles,,,2015-09-01,2015,Open Access,,false,2,Crossref)BCB,true,publication,true,true,false
doi_dedup___::7a17c944905ce7844d24bd99ca76fe13,"""Table 17"" of ""Measurement of nuclear modification factors of $\Upsilon$(1S), $\Upsilon$(2S), and $\Upsilon$(3S) mesons in PbPb collisions at $\sqrt{s_{_\mathrm{NN}}} =$ 5.02 TeV""",HEPData,,2019-01-01,2019,not available,,false,1,"",true,dataset,false,false,false
doi_dedup___::4f9f092c44a42ec90a90e6ce71b632dd,Optimal Local and Remote Controllers With Unreliable Uplink Channels,arXiv,,2019-05-01,2019,Open Access,2016-01-01,false,3,Crossref)null,true,publication,false,true,false
doi_________::49de442cb4d526733f1e3d9104abf168,Requirement for omega-3 long-chain polyunsaturated fatty acids by Atlantic salmon is relative to the dietary lipid level,Elsevier BV,Aquaculture,2021-01-01,2021,Open Access,,false,7,Crossref)null,true,publication,true,false,false
doi_dedup___::836abf9e3437a6ae79b0618624cefc12,Chemical Defect-Driven Response on Graphene-Based Chemiresistors for Sub-ppm Ammonia Detection.,,Angewandte Chemie (International ed. in English),2022-02-21,2022,Open Access,,false,5,Crossref,true,publication,true,false,false
doi_dedup___::b5d95c35c648a14ed9018bc3350cfe22,Divergence of RNA polymerase α subunits in angiosperm plastid genomes is mediated by genomic rearrangement,,Scientific reports,2015-10-25,2015,Open Access,,false,7,Scientific Reports)Crossref)null,true,publication,true,true,true
r3c4b2081b22::35c3751ef5504c3e8a979dbadc7e9364,Green event leaflet,,,,,Open Access,,false,0,"",true,publication,false,false,false
doi_dedup___::5b54f54cea92049b65e19285bd8cb4ee,Distinct Neural Substrates for Maintaining Locations and Spatial Relations in Working Memory,Frontiers Media S.A.,Frontiers in Human Neuroscience,2016-11-01,2016,Open Access,,false,4,"Frontiers in Human Neuroscience)Crossref)null)Frontiers in Human Neuroscience, Vol 10 (2016)",true,publication,true,true,true
doi_dedup___::275330a7187d37571a689dff76377635,"Data including GROMACS input files for atomistic molecular dynamics simulations of mixed, asymmetric bilayers including molecular topologies, equilibrated structures, and force field for lipids compatible with OPLS-AA parameters",The Authors. Published by Elsevier Inc.,Data in Brief,2016-06-01,2016,Open Access,,false,9,"Crossref)null)Róg , T , Orłowski , A , Llorente , A , Skotland , T , Sylvänne , T , Kauhanen , D , Ekroos , K , Sandvig , K & Vattulainen , I 2016 , ' Data including GROMACS input files for atomistic molecular dynamics simulations of mixed, asymmetric bilayers including molecular topologies, equilibrated structures, and force field for lipids compatible with OPLS-AA parameters ' , Data in Brief , vol. 7 , pp. 1171-1174 . https://doi.org/10.1016/j.dib.2016.03.067)Data in Brief, Vol 7, Iss , Pp 1171-1174 (2016))Data in Brief",true,publication,true,true,true
doi_________::45847a6641644116e41227e69afdf55a,Drivers of Boreal Tree Growth and Stand Opening: The Case of Jack Pine on Sandy Soils,Springer Science and Business Media LLC,Ecosystems,2019-08-06,2019,Closed Access,,false,9,Crossref)null,true,publication,true,false,false
doi_dedup___::b752f3a911a6eefb1229598566ded95d,Electric-field-induced coupling of aryl iodides with a nickel(0) complex.,,"Chemical communications (Cambridge, England)",2022-10-18,2022,Open Access,,false,5,Crossref,true,publication,false,true,false
doi_dedup___::f552c1b8bd59e81b508d94b28c66c2cd,The Contingent Role of Conflict: Deliberative Interaction and Disagreement in Shareholder Engagement,Cambridge University Press,,2022-02-10,2022,Open Access,,false,4,1052-150X)Crossref,true,publication,true,false,false
doi_dedup___::778e8ae3996b9bf3e90de9d1ef462621,"Ageing and Dementia: Age-Period-Cohort Effects of Policy Intervention in England, 2006-2016",,BMC Geriatrics,2021-06-01,2021,Open Access,,false,1,"BMC Geriatrics)BMC Geriatrics, Vol 21, Iss 1, Pp 1-6 (2021))Crossref)null",true,publication,true,true,true
doi_dedup___::5f74530e9a88ce88721ccded25efe9da,Additional file 1: of Transcriptomic analysis of Citrus clementina mandarin fruits maturation reveals a MADS-box transcription factor that might be involved in the regulation of earliness,figshare,,2019-01-01,2019,Open Access,,false,5,"",true,publication,false,true,false
doi_dedup___::e308f161ddbee9a36b5748b546170e7b,Impact of pitch angle fluctuations on airborne lidar forward sensing along the flight direction,Copernicus GmbH,Atmospheric Measurement Techniques,2018-09-07,2018,Open Access,,false,3,"Crossref)null)eISSN: 1867-8548)Atmospheric Measurement Techniques, Vol 10, Pp 3851-3864 (2017)",true,publication,true,false,true
doi_dedup___::cc16e2bb21bca0bfaecad7702637a590,Laws of large numbers for eigenvectors and eigenvalues associated to random subspaces in a tensor product,,,2010-08-18,2010,Open Access,,false,3,"",true,publication,false,true,false
doi_________::595c99a597b5e9ea88d0ac08b36d2491,Maianthemum bifolium (L.) F.W.Schmidt (BR0000011406563),Zenodo,,2019-05-19,2019,Open Access,,false,1,"",true,dataset,false,false,false
doi_dedup___::05048c89371dce0774455cb997524cb6,Additional file 1 of A policy Delphi study to validate the key implications of data sharing (KIDS) framework for pediatric genomics in Canada,figshare,,2021-01-01,2021,Open Access,,false,3,"",true,publication,false,true,false
doi_________::97648cc7b2cb18ff2ec2de3d03402e2a,Additional file 1 of Cross-genetic determination of maternal and neonatal immune mediators during pregnancy,figshare,,2018-01-01,2018,Open Access,,false,10,"",true,publication,false,false,false
doi_dedup___::1ecc492a1ebf47194e46d60a6f0a1c53,Ocean currents help explain population genetic structure,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,2010-02-01,2010,Open Access,,false,6,Crossref)null)Proceedings of the Royal Society B: Biological Sciences,true,publication,true,true,false
doi_dedup___::1e3e5b1d72a1f84c97f58781aef81170,Causal role of cross-frequency coupling in distinct components of cognitive control.,Elsevier BV,Progress in Neurobiology,2021-03-16,2021,Open Access,,false,3,Crossref)null)Prog Neurobiol,true,publication,true,true,false
doi_dedup___::bac146bbd525e590822b9ec9d56177a6,The Importance of TOR Kinase in Plant Development.,Frontiers Media S.A.,Frontiers in Plant Science,2020-02-05,2020,Open Access,,false,3,"Frontiers in Plant Science, Vol 11 (2020))Frontiers in Plant Science)Crossref)null)McCready , K , Spencer , V & Kim , M 2020 , ' The Importance of TOR Kinase in Plant Development ' , Frontiers in Plant Science , vol. 11 , 16 . https://doi.org/10.3389/fpls.2020.00016",true,publication,true,true,true
doi_dedup___::8afc09ec54caf87061cdfe9398e48679,A fragmentation aware High-Level Synthesis flow for low power heterogenous datapaths,Elsevier BV,Integration,2013-03-01,2013,Closed Access,,false,5,"Crossref)null)Integration, the VLSI Journal",true,publication,true,false,false
doi_________::d5bf88c917fd0d4f8d7298079ecde8e8,"Rheological, thermophysical, and morphological features of original and hydrogenated bio-oils",Royal Society of Chemistry (RSC),Sustainable Energy &amp; Fuels,2021-01-01,2021,Closed Access,,false,2,Crossref)null,true,publication,true,false,false
doi_________::5ec48e69baab3518b71ee33085fa4aec,Genistella sagittalis (L.) Gams (BR0000011948896),Zenodo,,2019-05-18,2019,Open Access,,false,1,"",true,dataset,false,false,false
doi_________::01e67a6d4b063c9dfe7cda0f82eeb8a2,Additional file 9: Figure S2. of Latent class models for Echinococcus multilocularis diagnosis in foxes in Switzerland in the absence of a gold standard,figshare,,2017-01-01,2017,Open Access,,false,5,"",true,dataset,false,false,false
doi_dedup___::9d134b30cda9eec878decd371abd2deb,Meta Reinforcement Learning for Sim-to-real Domain Adaptation,arXiv,,2019-09-16,2019,Open Access,2019-01-01,false,4,Crossref)ICRA,true,publication,false,true,false
doi_dedup___::0489977502844eaadf03f921ee40efe2,Scalable generalized linear mixed model for region-based association tests in large biobanks and cohorts,Cold Spring Harbor Laboratory,,2019-03-20,2019,Open Access,,false,16,Crossref)null)Nat Genet,true,publication,true,true,false
doi_dedup___::d928bde775e093d6ba2933a1a888ac5d,A Computational Investigation of the Binding of the Selenium Analogues of Ergothioneine and Ovothiol to Cu(I) and Cu(II) and the Effect of Binding on the Redox Potential of the Cu(II)/Cu(I) Redox Couple,Hindawi Limited,Journal of Chemistry,2019-02-07,2019,Open Access,,false,3,"Crossref)null)Journal of Chemistry, Vol 2019 (2019)",true,publication,true,false,true
r3730f562f9e::aceec7e1920e153c6984435059596282,LSMOD.1 - Global paleomagnetic field model for 50 -- 30 ka BP,GFZ Data Services,,2018-01-01,2018,Open Access,,false,3,"",true,other,false,false,false
doi_dedup___::997bfe759ded02bca82583dd1c232a88,CARGO: effective format-free compressed storage of genomic information.,Oxford University Press (OUP),Nucleic Acids Research,2015-06-16,2015,Open Access,,false,2,Crossref)null)Nucleic Acids Research,true,publication,false,true,true
doi_dedup___::5603d336f8c9b911d15a8f968d2306b7,Gibbs/Metropolis algorithms on a convex polytope,HAL CCSD,,2011-04-05,2011,Open Access,,false,6,"ISSN: 0025-5874)EISSN: 1432-1823)Mathematische Zeitschrift)https://hal.archives-ouvertes.fr/hal-01284522)Mathematische Zeitschrift, Springer, 2012, 272 (1), pp.109-129. &#x27E8;10.1007/s00209-011-0924-5&#x27E9;)Crossref)null",true,publication,false,true,false
doi_dedup___::e20ef84abb5322dca8bc699833b6cf28,Targeting melanoma’s MCL1 bias unleashes the apoptotic potential of BRAF and ERK1/2 pathway inhibitors,Nature Publishing Group UK,,2019-11-01,2019,Open Access,,false,18,"Nature Communications, Vol 10, Iss 1, Pp 1-19 (2019))Nature Communications)nlmid: 101528555)essn: 2041-1723)Crossref)null",true,publication,true,true,true
doi_dedup___::33f984709c2cf801704f3e44f0fb04a8,"Bad(s,t) is hyperplane absolute winning",,,2014-01-01,2014,Open Access,,false,2,1730-6264)Crossref)null,true,publication,true,false,false
doi_dedup___::ef42b1c4c55f53bdf96ed5948010e93e,Generative network models identify biological mechanisms of altered structural brain connectivity in schizophrenia,Cold Spring Harbor Laboratory,,2019-04-10,2019,Open Access,,false,20,Crossref)null,true,publication,false,true,false
doi_dedup___::ab2ed3d084113f2bc25b4c75e3d92bba,Gain-Loss Framing and Choice: Separating Outcome Formulations from Descriptor Formulations.,Elsevier BV,Organizational Behavior and Human Decision Processes,2001-05-01,2001,Closed Access,,false,1,Crossref)null,true,publication,true,false,false
doi_dedup___::904bf9658d362e393dfcffb5cf768e74,Microfluidic Approaches and Methods Enabling Extracellular Vesicle Isolation for Cancer Diagnostics.,,Micromachines,2022-01-16,2022,Open Access,,false,6,"Micromachines)Micromachines, Vol 13, Iss 139, p 139 (2022))Crossref",true,publication,true,true,true
doi_________::dbbf7017b06f501efb32feb2e184b34d,Interlocking Safety Cases for Unmanned Autonomous Systems in Shared Airspaces,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Software Engineering,2021-05-01,2021,Closed Access,,false,8,Crossref)null,true,publication,true,false,false
doi_dedup___::9d3e16653ecc638f9c615b5a62c3f161,The Role of Divalent (Zn 2+ /Mg 2+ /Cu 2+ ) Substituents in Achieving Full Capacity of Sodium Layered Oxides for Na-Ion Battery Applications,HAL CCSD,,2020-01-22,2020,Open Access,,false,15,"ISSN: 0897-4756)EISSN: 1520-5002)Chemistry of Materials)https://hal.science/hal-03027933)Chemistry of Materials, 2020, 32 (4), pp.1657-1666. &#x27E8;10.1021/acs.chemmater.9b05205&#x27E9;)https://hal.archives-ouvertes.fr/hal-03027933)Chemistry of Materials, American Chemical Society, 2020, 32 (4), pp.1657-1666. &#x27E8;10.1021/acs.chemmater.9b05205&#x27E9;)Crossref)null",true,publication,true,false,false
doi_________::d8f9cfa0adba7c4b55bd714f1e3b2147,CCDC 1580562: Experimental Crystal Structure Determination,Cambridge Crystallographic Data Centre,,2017-01-01,2017,not available,,false,5,"",true,dataset,false,false,false
doi_dedup___::82adb9cf56ec55d6f057a92d14b04f86,"Corrigendum to ""Data on master regulators and transcription factor binding sites found by upstream analysis of multi-omics data on methotrexate resistance of colon cancer"" [Data Brief. 10 (2016) 499-504].",,Data in brief,2018-02-01,2018,Open Access,,false,1,"Data in Brief)Data in Brief, Vol 16, Iss , Pp 1104- (2018))Crossref)null",true,publication,true,true,true
doi_dedup___::9871b0b1961159be0cc5ccb2bd49029a,Disentangling bipartite and core-periphery structure in financial networks,,,2015-11-25,2015,Open Access,,false,2,"Crossref)null)Chaos, Solitons & Fractals)Chaos, Solitons &amp; Fractals",true,publication,false,true,false
doi_dedup___::f33f0c6a6ca18cee3cec0235bc34e35a,Genetic Factors of Nitric Oxide's System in Psychoneurologic Disorders.,,International journal of molecular sciences,2020-02-01,2020,Open Access,,false,7,"International Journal of Molecular Sciences)International Journal of Molecular Sciences, Vol 21, Iss 5, p 1604 (2020))Crossref)null",true,publication,true,true,true
od_____10312::e47ab2748a675caad6f29d6070818ce6,Srbija i Stara Srbija:(1804-1839),"Univerzitet u Beogradu, Filozofski fakultet",,2016-01-01,2016,Open Access,,false,1,"",true,publication,false,true,false
doi_________::d3d3790c74885db17e7f6da4ec36d97b,Primula elatior Hill (BR0000011161547),Zenodo,,2019-05-21,2019,Open Access,,false,1,"",true,dataset,false,false,false
doi_dedup___::4ddfb0154f45a6eeb76b7490735db21c,Detection of glaucoma progression by perimetry and optic disc photography at different stages of the disease: results from the Early Manifest Glaucoma Trial.,Wiley,Acta Ophthalmologica,2016-03-05,2016,Open Access,,false,4,Crossref)null)Acta Ophthalmologica,true,publication,true,true,false
doi_________::50bce44c2155721683fe47ace18140a6,Additional file 5 of Conventional laboratory housing increases morbidity and mortality in research rodents: results of a meta-analysis,figshare,,2022-01-01,2022,Open Access,,false,5,"",true,publication,false,true,false
doi_dedup___::9a939f784a518faa54ee7d57a0a5220e,D4.4 Policy recommendations based on CS Track results,Zenodo,,2022-12-02,2022,Open Access,,false,9,"",true,publication,false,true,false
doi_dedup___::48a4c42bb2b2fe941415e3a2fab45583,Higgs Production in General 5D Warped Models,American Physical Society (APS),Physical Review D,2013-11-07,2013,Open Access,,false,3,Crossref)null,true,publication,false,true,false
doi_dedup___::b2c3439b7e015d3cc4a55534ae401d3d,Does Children's Education Improve Parental Health and Longevity? Causal Evidence from Great Britain,Center for Open Science,,2018-10-24,2018,Open Access,,false,3,Crossref,true,publication,true,true,false
doi_dedup___::f8a210d25e4135cff346dda82093a95d,Effects of pH and fulvic acids concentration on the stability of fulvic acids--cerium (IV) oxide nanoparticle complexes.,Elsevier BV,Chemosphere,2015-02-13,2015,Restricted,,false,2,"Crossref)null)ISSN: 0045-6535)Chemosphere, Vol. 144 (2016) pp. 131-137",true,publication,true,false,false
doi_dedup___::fc79906c66b555053377466cabb60054,High-performance thermoelectric nanocomposites from nanocrystal building blocks.,Nature Publishing Group,,2016-03-07,2016,Open Access,,false,17,"Nature Communications, 7)Nature Communications, Vol 7, Iss 1, Pp 1-7 (2016))reponame:Dipòsit Digital de Documents de la UAB)instname:Universitat Autònoma de Barcelona)Nature Communications)reponame:Digital.CSIC. Repositorio Institucional del CSIC)instname:)reponame:UPCommons. Portal del coneixement obert de la UPC)instname:Universitat Politècnica de Catalunya (UPC))reponame:Recercat. Dipósit de la Recerca de Catalunya)Crossref)null",true,publication,true,true,true
doi_dedup___::8d2a60746a973f7bab42bb8181319486,Cores in dwarf galaxies from dark matter with a Yukawa potential.,,Physical review letters,2010-11-29,2010,Open Access,,false,3,Crossref)null,true,publication,false,true,false
doi_dedup___::e6a99f5cd87cb378f5cc3e3820d41d53,The acquisition of survey knowledge for local and global landmark configurations under time pressure,Informa UK Limited,Spatial Cognition &amp; Computation,2019-07-03,2019,Open Access,,false,5,Crossref)null)Spatial Cognition &amp; Computation,true,publication,true,false,false
doi_dedup___::b68615c9e7cf71d6135fbb2a30dc74ac,Numerical Modeling of the Porosity Influence on the Elastic Properties of Sintered Materials,"International Institute for the Science of Sintering, Beograd",Science of Sintering,2019-01-01,2019,Open Access,,false,6,"Science of Sintering, Vol 51, Iss 2, Pp 153-161 (2019))Crossref)null)Scopus - Elsevier",true,publication,true,false,true
doi_________::d801894435414db57e15d3d07aad57b0,Ranunculus aquatilis L. (BR0000010348772),Zenodo,,2019-05-21,2019,Open Access,,false,1,"",true,dataset,false,false,false
doi_________::ad19e3de223e15bc07ce8be55af46b06,"Magmatic evolution of the mineralized Štiavnica volcano (Central Slovakia): Evidence from thermobarometry, melt inclusions, and sulfide inclusions",Elsevier BV,Journal of Volcanology and Geothermal Research,2020-09-01,2020,Closed Access,,false,5,Crossref)null,true,publication,true,false,false
doi_________::c457b3e07f3160cbe15bcb45021c5b72,Centaurea jacea L. (BR0000010740903),Zenodo,,2019-05-12,2019,Open Access,,false,1,"",true,dataset,false,false,false
doi_dedup___::dc66c2c4503ecb35124bd2259f5e23d1,The watchman's walk problem on directed graphs,arXiv,,2020-07-27,2020,Open Access,2020-01-01,false,3,"",true,publication,false,true,false
doi_dedup___::a75794694904b6b08dde40456f4bb6f7,Pharmacological ascorbate and ionizing radiation (IR) increase labile iron in pancreatic cancer.,Elsevier,Redox Biology,2013-11-01,2013,Open Access,,false,6,"Redox Biology)Crossref)null)Redox Biology, Vol 2, Iss C, Pp 22-27 (2014)",true,publication,true,true,true
doi_dedup___::13398f4171c9a7f0f5971e15c09d5fa1,In Vivo Expression of Major Histocompatibility Complex Molecules on Oligodendrocytes and Neurons during Viral Infection,,The American journal of pathology,2001-10-01,2001,Open Access,,false,3,Crossref)null,true,publication,true,true,false
doi_________::27479a27645d5053eb9bbb247d5d70d8,Oscillation of Solutions of LDE’s in Domains Conformally Equivalent to Unit Disc,Springer Science and Business Media LLC,The Journal of Geometric Analysis,2022-01-12,2022,Open Access,,false,4,Crossref,true,publication,true,false,false
doi_dedup___::f7381892f94383589da10c71774e70b4,"Power, Legitimacy, and Institutions in the October 2019 Uprising in Chile",SAGE Publications,Latin American Perspectives,2022-11-08,2022,Open Access,,false,1,Crossref,true,publication,true,true,false
dedup_wf_001::e7e4e46f2e45a9a0cef2269dca2e97ea,High levels of HtrA4 observed in preeclamptic circulation drastically alter endothelial gene expression and induce inflammation in human umbilical vein endothelial cells,The Authors. Published by Elsevier Ltd.,Placenta,2016-11-01,2016,Open Access,,false,2,"",true,publication,false,false,false
doi_dedup___::287f09fa93bffd1367d6bec8e435bffa,Optical recording reveals topological distribution of functionally classified colorectal afferent neurons in intact lumbosacral DRG.,Wiley,Physiological Reports,2019-05-01,2019,Open Access,,false,6,Crossref)null)Physiological Reports,true,publication,true,true,true
