anr_________::7f6986be5e9cad2b1100ae566c911d8c,STR-COSMO,Cosmologie des cordes,French National Research Agency (ANR),::::ANR-09-BLAN-0157,,,,false,,,,,,,yes,55,0,0,,ANR-09-BLAN-0157,0.0,0.0,
anr_________::f789646a3c62f6646d0f7237332795b0,VIBRATIONS,« Virtual Brain »-based interpretation of electrophysiological Signals in epilepsy,French National Research Agency (ANR),::::ANR-13-PRTS-0011,,,,false,,,,,,,yes,10,0,0,,ANR-13-PRTS-0011,0.0,229151.0,EUR
arc_________::06b6dcc17b0b03e2b6463a0e7e0dd22a,,Discovery Projects - Grant ID: DP190101486,Australian Research Council (ARC),Discovery Projects::::DP190101486,Discovery Projects,,,false,,2019-01-01,2021-12-31,2019,2021,35,yes,18,312,2,,DP190101486,0.0,0.0,
arc_________::08bc592e6192ce9df3559675d5d72ba1,,An aberration corrected analytical Transmission Electron Microscope for nanoscale characterisation of materials,Australian Research Council (ARC),"Linkage Infrastructure, Equipment and Facilities::::LE120100104","Linkage Infrastructure, Equipment and Facilities",,,false,,2012-01-01,2013-12-31,2012,2013,23,yes,76,3319,76,,LE120100104,0.0,0.0,
arc_________::1074f700b7d72761bf155839375eb802,,Discovery Projects - Grant ID: DP170100567,Australian Research Council (ARC),Discovery Projects::::DP170100567,Discovery Projects,,,false,,2017-01-01,2020-12-31,2017,2020,47,yes,15,32,1,,DP170100567,0.0,0.0,
arc_________::17e70b01bf28179b3a5a68749feed234,,Discovery Projects - Grant ID: DP150102604,Australian Research Council (ARC),Discovery Projects::::DP150102604,Discovery Projects,,,false,,2015-01-01,2018-12-31,2015,2018,47,yes,3,0,0,,DP150102604,0.0,0.0,
arc_________::8b74fde59dc26fd82b937a5b9d8e39fa,,Discovery Projects - Grant ID: DP200102001,Australian Research Council (ARC),Discovery Projects::::DP200102001,Discovery Projects,,,false,,2020-01-01,2022-12-31,2020,2022,35,yes,2,0,0,,DP200102001,0.0,0.0,
arc_________::a720a880eb36019add51008ceb430fda,,Discovery Projects - Grant ID: DP140100375,Australian Research Council (ARC),Discovery Projects::::DP140100375,Discovery Projects,,,false,,2014-01-01,2018-12-31,2014,2018,59,yes,12,738,4,,DP140100375,0.0,0.0,
arc_________::ac654e426ca38790a448e4cff9c3bf2c,,"Skin penetration of nanoparticles promoted by particle design, formulation and application method",Australian Research Council (ARC),Discovery Projects::::DP120104792,Discovery Projects,,,false,,2012-01-01,2015-12-31,2012,2015,47,yes,4,2101,3,,DP120104792,0.0,0.0,
arc_________::b5b9dbe8971ed864d5c457a2f6cbcfb2,,Brain mechanisms of learning in visually-guided movement,Australian Research Council (ARC),Discovery Projects::::DP120102692,Discovery Projects,,,false,,2012-01-01,2015-12-31,2012,2015,47,yes,4,671,3,,DP120102692,0.0,0.0,
arc_________::ce5c534c0a9c676723b5860c07fcf544,,In-situ electrochemical generation of caustic and oxygen from sewage for emission control in sewers,Australian Research Council (ARC),Linkage Projects::::LP120200238,Linkage Projects,,,false,,2013-01-01,2016-12-31,2013,2016,47,yes,5,832,3,,LP120200238,0.0,0.0,
corda_______::0102d3913e7cc698040c1a4c0d6883ff,VARIWHIM,Understanding White Mold disease quantitative resistance using natural variation,European Commission,FP7::SP2::336808,FP7,SP2,ERC,false,Support for frontier research (ERC),2013-11-01,2018-10-31,2013,2018,59,yes,34,1518,10,ERC-2013-StG,336808,0.0,0.0,
corda_______::07f4b16063b49982fa8d2d16e0e7dadb,REMPLANET,Resilient Multi-Plant Networks,European Commission,FP7::SP1::229333,FP7,SP1,NMP,false,Collaborative project,2009-05-01,2012-04-30,2009,2012,35,yes,11,945,8,FP7-NMP-2008-SMALL-2,229333,0.0,0.0,
corda_______::0d1effbd2b1fd04b7b52e532ec0931f6,NANOPARTCAT,Supported Nanoparticles for Catalysis: Genesis and Dynamics in the Liquid Phase,European Commission,FP7::SP2::338846,FP7,SP2,ERC,false,Support for frontier research (ERC),2014-04-01,2019-12-31,2014,2019,68,yes,39,458,13,ERC-2013-ADG,338846,0.0,0.0,
corda_______::26022928a5a300c6c9fd7fa94175dee5,HIGEOM,Highly accurate Isogeometric Method,European Commission,FP7::SP2::616563,FP7,SP2,ERC,false,Support for frontier research (ERC),2014-06-01,2020-05-31,2014,2020,71,yes,35,792,3,ERC-2013-CoG,616563,0.0,0.0,
corda_______::27506e60ce11cadef1f95724b56fd356,FOPS-WATER,Fundamentals Of Photocatalytic Splitting of Water,European Commission,FP7::SP2::336679,FP7,SP2,ERC,false,Support for frontier research (ERC),2014-03-01,2020-02-29,2014,2020,71,yes,30,967,10,ERC-2013-StG,336679,0.0,0.0,
corda_______::36fd0274af3a35e344f8a4cc84d878fc,WEARHAP,WEARable HAPtics for Humans and Robots,European Commission,FP7::SP1::601165,FP7,SP1,ICT,true,Collaborative project,2013-03-01,2017-08-31,2013,2017,53,yes,101,1431,21,FP7-ICT-2011-9,601165,0.0,0.0,
corda_______::380e9100fbac8078d8156f4dffd82660,SISTER,Strengthening the IST Research Capacity of Sofia University,European Commission,FP7::SP4::205030,FP7,SP4,REGPOT,false,Coordination and support action,2008-04-01,2011-09-30,2008,2011,41,yes,76,26,43,FP7-REGPOT-2007-1,205030,0.0,0.0,
corda_______::3ace3d566857baa967900de6e4390b9d,NEWDARK,New Directions in Dark Matter Phenomenology at the TeV scale,European Commission,FP7::SP2::278234,FP7,SP2,ERC,false,Support for frontier research (ERC),2012-10-01,2018-09-30,2012,2018,71,yes,77,824,8,ERC-2011-StG_20101014,278234,0.0,0.0,
corda_______::4b3f8342820386c9ad3ad43f97bf1d20,UHF_M_MODELLING,Volatility forecasting evaluation based on loss function with well-defined multivariate distributional form and ultra-high frequency datasets.,European Commission,FP7::SP3::237022,FP7,SP3,PEOPLE,false,Support for training and career development of researchers (Marie Curie),2009-09-01,2011-08-31,2009,2011,23,yes,2,854,1,FP7-PEOPLE-IEF-2008,237022,0.0,0.0,
corda_______::584d00aa221438b73fe11a156c859c11,IDE4L,Ideal Grid for All,European Commission,FP7::SP1::608860,FP7,SP1,ENERGY,true,Collaborative project,2013-09-01,2016-10-31,2013,2016,37,yes,17,1331,6,FP7-SMARTCITIES-2013,608860,0.0,0.0,
corda_______::6367ed787d5edaef54849c1a14b82457,INVEST,inVEST: Foundations for a Shift from Verification to Synthesis,European Commission,FP7::SP2::279499,FP7,SP2,ERC,false,Support for frontier research (ERC),2012-01-01,2017-09-30,2012,2017,68,yes,75,975,9,ERC-2011-StG_20101014,279499,0.0,0.0,
corda_______::6b2ef1b8573696e6c65545888b10d50d,OPTIMISE,OPtimization of Treatment and Management of Schizophrenia in Europe (OPTiMiSE),European Commission,FP7::SP1::242114,FP7,SP1,HEALTH,true,Collaborative project,2010-02-01,2016-07-31,2010,2016,77,yes,30,2141,23,FP7-HEALTH-2009-single-stage,242114,0.0,0.0,
corda_______::711769c202311ac03fe508506f7a3449,COMBACTE-CARE,Combatting Bacterial Resistance in Europe - Carbapenem Resistance,European Commission,FP7::SP1::115620,FP7,SP1,SP1-JTI,false,Article 171 of the Treaty,2015-03-01,2020-02-28,2015,2020,59,yes,26,704,4,IMI-JU-09-2013,115620,0.0,0.0,
corda_______::7f80f62f1511ad524c6391cd9e3f3315,QWAD,Quantum Waveguides Application and Development,European Commission,FP7::SP1::600838,FP7,SP1,ICT,false,Collaborative project,2013-01-01,2015-12-31,2013,2015,35,yes,30,1867,13,FP7-ICT-2011-9,600838,0.0,0.0,
corda_______::8dd6b262d00a8bbe3a2fbe50916bcdc5,MPBUS,Modular Power BUS for space vehicles,European Commission,FP7::SP1::606818,FP7,SP1,SPA,false,Collaborative project,2014-05-01,,2014,,,yes,1,0,0,FP7-SPACE-2013-1,606818,0.0,0.0,
corda_______::8dee99e90377fc5b882da874bb438ca4,EVIMALAR,Towards the establishment of a permanent European Virtual Institute dedicated to Malaria Research (EVIMalaR).,European Commission,FP7::SP1::242095,FP7,SP1,HEALTH,true,Network of Excellence,2009-10-01,2014-09-30,2009,2014,59,yes,373,2526,146,FP7-HEALTH-2009-single-stage,242095,0.0,0.0,
corda_______::942dd3cd3bf8ad63446d6b690073e583,NABATIVI,"Novel Approaches to Bacterial Target Identification, Validation and Inhibition",European Commission,FP7::SP1::223670,FP7,SP1,HEALTH,false,Collaborative project,2009-02-01,2013-07-31,2009,2013,53,yes,35,2923,11,FP7-HEALTH-2007-B,223670,0.0,0.0,
corda_______::9f8855d632c67c76abbc350795e27823,FBMC2010MDG,Lead Optimisation of Novel Androgen Receptor Small Molecule Modulators - Improving Treatment of Prostate Cancer,European Commission,FP7::SP3::274988,FP7,SP3,PEOPLE,false,Support for training and career development of researchers (Marie Curie),2011-03-01,2013-02-28,2011,2013,23,yes,9,298,2,FP7-PEOPLE-2010-IEF,274988,0.0,0.0,
corda_______::aa116c7c94ce207c6f953ae367c0edb0,HIGHACCTC,High-accuracy models in theoretical chemistry,European Commission,FP7::SP2::200639,FP7,SP2,ERC,false,Support for frontier research (ERC),2008-07-01,2013-06-30,2008,2013,59,yes,26,154,2,ERC-2007-StG,200639,0.0,0.0,
corda_______::ba01dce02a217f7f5dc91987ecf7b4ad,ANTS,Attine ANT SymbiomeS,European Commission,FP7::SP2::323085,FP7,SP2,ERC,false,Support for frontier research (ERC),2013-05-01,2018-04-30,2013,2018,59,yes,47,1144,8,ERC-2012-ADG_20120314,323085,0.0,0.0,
corda_______::c2071e7622b0f0760ff12c171408e62a,MYOCEAN2,Prototype Operational Continuity for the GMES Ocean Monitoring and Forecasting Service,European Commission,FP7::SP1::283367,FP7,SP1,SPA,false,Combination of CP & CSA,2012-04-01,2014-09-30,2012,2014,29,yes,59,2233,35,FP7-SPACE-2011-1,283367,0.0,0.0,
corda_______::cad21e6514ac8003333eaf0d17788b60,SUSPHOS,A European Training Network for Sustainable Phosphorus Chemistry,European Commission,FP7::SP3::317404,FP7,SP3,PEOPLE,false,Support for training and career development of researchers (Marie Curie),2013-02-01,2017-01-31,2013,2017,47,yes,15,1989,7,FP7-PEOPLE-2012-ITN,317404,0.0,0.0,
corda_______::cfe5a0b5a40b4dd23dac2f5a5d7ad87d,DIAMAP,Road Map for Diabetes Research in Europe,European Commission,FP7::SP1::200701,FP7,SP1,HEALTH,false,Coordination and support action,2008-04-01,2010-09-30,2008,2010,29,yes,10,2285,4,FP7-HEALTH-2007-A,200701,0.0,0.0,
corda_______::d016725bbf25ffc256a152efc944385e,POLYRUOSSIGESNYLENES,"RUTHENIUM AND OSMIUM CLUSTER COMPLEXES DERIVED FROM N-HETEROCYCLIC SILYLENES, GERMYLENES AND STANNYLENES",European Commission,FP7::SP3::268329,FP7,SP3,PEOPLE,false,Support for training and career development of researchers (Marie Curie),2010-09-01,2013-08-31,2010,2013,35,yes,20,488,2,FP7-PEOPLE-2010-RG,268329,0.0,0.0,
corda_______::debd527f06d7976f00ed571bf58fa209,PIDIMMUN,Primary immunodeficiency diseases as models for the study of the immune system,European Commission,FP7::SP2::249816,FP7,SP2,ERC,false,Support for frontier research (ERC),2010-07-01,2015-06-30,2010,2015,59,yes,50,1717,18,ERC-2009-AdG,249816,0.0,0.0,
corda_______::e181035650cbfa247030147b770fd841,HIVEVO,Intra-patient evolution of HIV,European Commission,FP7::SP2::260686,FP7,SP2,ERC,false,Support for frontier research (ERC),2011-03-01,2016-02-29,2011,2016,59,yes,29,2406,10,ERC-2010-StG_20091118,260686,0.0,0.0,
corda_______::e2574d7d9d37ffe3323821f40615484a,IKS,Interactive Knowledge Stack for small to medium CMS/KMS providers,European Commission,FP7::SP1::231527,FP7,SP1,ICT,false,Collaborative project,2009-01-01,2012-12-31,2009,2012,47,yes,36,1680,7,FP7-ICT-2007-3,231527,0.0,0.0,
corda_______::ec54b51cb4c24e1c57647a5e025ceb41,RADIOFOREGROUNDS,Enabling cosmology with radio astronomy surveys: dealing with foreground contamination,European Commission,FP7::SP2::307209,FP7,SP2,ERC,false,Support for frontier research (ERC),2013-01-01,2017-12-31,2013,2017,59,yes,77,964,18,ERC-2012-StG_20111012,307209,0.0,0.0,
corda_______::ed479b457ee84f1d5b1c25d587a7ff74,E-MARS,Evolution of Mars,European Commission,FP7::SP2::280168,FP7,SP2,ERC,false,Support for frontier research (ERC),2011-11-01,2017-10-31,2011,2017,71,yes,84,1582,9,ERC-2011-StG_20101014,280168,0.0,0.0,
corda_______::ee6804fdbf8a8c3adf4f12d815db2b54,TURBOFLOW,Decoding the complexity of turbulence at its origin,European Commission,FP7::SP2::306589,FP7,SP2,ERC,false,Support for frontier research (ERC),2013-01-01,2017-12-31,2013,2017,59,yes,15,1466,6,ERC-2012-StG_20111012,306589,0.0,0.0,
corda_______::f1b4139099d55b6f55c7fac6180fa0d8,ICAD,Advancing Knowledge Systems to Inform Climate Adaptation Decisions,European Commission,FP7::SP2::284369,FP7,SP2,ERC,false,Support for frontier research (ERC),2012-04-01,2017-03-31,2012,2017,59,yes,38,945,13,ERC-2011-StG_20101124,284369,0.0,0.0,
corda_______::f7b5a64031759041ee19cca9185c6f0d,QMULT,Multipartite Quantum Information Theory,European Commission,FP7::SP2::337603,FP7,SP2,ERC,false,Support for frontier research (ERC),2013-09-01,2019-05-31,2013,2019,68,yes,106,946,12,ERC-2013-StG,337603,0.0,0.0,
corda_______::fcf35a42d62f3fb0d08e3f8adfe8451f,C8,Consistent computation of the chemistry-cloud continuum and climate change in Cyprus,European Commission,FP7::SP2::226144,FP7,SP2,ERC,false,Support for frontier research (ERC),2009-01-01,2014-12-31,2009,2014,71,yes,80,1785,28,ERC-2008-AdG,226144,0.0,0.0,
corda__h2020::00ccbee509aee279ea8741d53af48e9f,SENSAGRI,Sentinels Synergy for Agriculture,European Commission,H2020::RIA::730074,H2020,RIA,,false,,2016-11-01,2019-10-31,2016,2019,35,yes,95,763,4,H2020-EO-2016,730074,1854760.0,1854760.0,EUR
corda__h2020::0e2cb6b9ac7b89a94160974f74f88697,PRACE-5IP,PRACE 5th Implementation Phase Project,European Commission,H2020::RIA::730913,H2020,RIA,,false,,2017-01-01,2019-04-30,2017,2019,27,yes,110,356,18,H2020-EINFRA-2016-1,730913,15785100.0,15000000.0,EUR
corda__h2020::0f9a96b2fd8795f55e7cd152a1471550,TheHiggsAndThe7Tops,"Mirror Mirror on the Wall, which Higgs is the oddest of them all: Exploring the Top-Higgs Interconnection with ATLAS",European Commission,H2020::ERC::817719,H2020,ERC,ERC-COG,false,,2019-10-01,2024-09-30,2019,2024,59,yes,5,0,0,ERC-2018-COG,817719,2000000.0,2000000.0,EUR
corda__h2020::0fa0db92a7d1853a25a61c6342ef06e3,PAPAYA,PlAtform for PrivAcY preserving data Analytics,European Commission,H2020::IA::786767,H2020,IA,,false,,2018-05-01,2021-07-31,2018,2021,38,yes,27,72,1,H2020-DS-SC7-2017,786767,3763130.0,2949420.0,EUR
corda__h2020::0ffdb72b64727a666f6f2d7c71948a35,SMARTool,Simulation Modeling of coronary ARTery disease: a tool for clinical decision support,European Commission,H2020::RIA::689068,H2020,RIA,,false,,2016-01-01,2019-06-30,2016,2019,41,yes,86,1313,30,H2020-PHC-2015-single-stage,689068,5007860.0,4800860.0,EUR
corda__h2020::110160a53bf5179b3c2ef215b1a50edd,InterLeptons,A search for new interactions at Belle II using leptons,European Commission,H2020::ERC::947006,H2020,ERC,ERC-STG,false,,2020-11-01,2025-10-31,2020,2025,59,yes,86,0,0,ERC-2020-STG,947006,1486140.0,1486140.0,EUR
corda__h2020::1119d5ff6624583995aa206d011ba6fc,C4IIoT,Cyber security 4.0: protecting the Industrial Internet Of Things,European Commission,H2020::IA::833828,H2020,IA,,false,,2019-06-01,2022-05-31,2019,2022,35,yes,36,150,2,H2020-SU-ICT-2018,833828,6288710.0,4993530.0,EUR
corda__h2020::161ef9874f5427d93e0038c61583b8a4,SBNAF,Small Bodies: Near and Far,European Commission,H2020::RIA::687378,H2020,RIA,,false,,2016-04-01,2019-03-31,2016,2019,35,yes,141,1311,43,H2020-COMPET-2015,687378,1545000.0,1545000.0,EUR
corda__h2020::258dbef2faec37663641e20a125ac1d2,MOR-PHON,"Resolving Morpho-Phonological Alternation: Historical, Neurolinguistic, and Computational Approaches",European Commission,H2020::ERC::695481,H2020,ERC,ERC-ADG,false,,2016-10-01,2022-09-30,2016,2022,71,yes,14,0,0,ERC-2015-AdG,695481,2605260.0,2605260.0,EUR
corda__h2020::2badb6d656e0aea518e81650ba467743,PHONOMETA,Frontiers in Phononics: Parity-Time Symmetric Phononic Metamaterials,European Commission,H2020::ERC::714577,H2020,ERC,ERC-STG,false,,2016-12-01,2022-11-30,2016,2022,71,yes,45,152,2,ERC-2016-STG,714577,1325160.0,1325160.0,EUR
corda__h2020::3282bed99ed05b9bbda3764e699e2fd3,TEMPER,Thermal Evaluation of specific drug delivery with Molecularly imprinted nanoParticles developed against Estrogen Receptor,European Commission,H2020::MSCA-IF-EF-ST::893371,H2020,MSCA-IF-EF-ST,,false,,2021-04-01,2023-04-22,2021,2023,24,yes,5,9,1,H2020-MSCA-IF-2019,893371,224934.0,224934.0,EUR
corda__h2020::357cbc164743df2d9f5c1267f3c2d7cd,TeX-MEx,Time resolved X-ray probing of Matter under Extreme conditions,European Commission,H2020::ERC::682399,H2020,ERC,ERC-COG,false,,2016-07-01,2021-12-31,2016,2021,65,yes,18,0,0,ERC-2015-CoG,682399,1996320.0,1996320.0,EUR
corda__h2020::35bd671562f7f0e309496acfa7f28078,EW-Shopp,EW-Shopp - Supporting Event and Weather-based Data Analytics and Marketing along the Shopper Journey,European Commission,H2020::IA::732590,H2020,IA,,false,,2017-01-01,2019-12-31,2017,2019,35,yes,42,624,3,H2020-ICT-2016-1,732590,3553880.0,2902880.0,EUR
corda__h2020::360e5fb5eb18e70e83c5675f44d8d026,GRAPHCPX,A graph complex valued field theory,European Commission,H2020::ERC::678156,H2020,ERC,ERC-STG,false,,2016-07-01,2021-06-30,2016,2021,59,yes,31,640,5,ERC-2015-STG,678156,1162500.0,1162500.0,EUR
corda__h2020::3ddb0bf2067b3cb2799bcf9d0bc0c2fa,SOLUS,Smart optical and ultrasound diagnostics of breast cancer,European Commission,H2020::RIA::731877,H2020,RIA,,false,,2016-11-01,2021-10-31,2016,2021,59,yes,51,144,4,H2020-ICT-2016-1,731877,3815260.0,3815260.0,EUR
corda__h2020::4209d0a53d6358f4ffc4c4ead0d59791,NanoMATe,Nanoparticles for Molecular Imaging of Atherosclerosis: from Diagnosis to Treatment,European Commission,H2020::MSCA-IF-EF-ST::661369,H2020,MSCA-IF-EF-ST,,false,,2015-09-01,2017-08-31,2015,2017,23,yes,23,1127,14,H2020-MSCA-IF-2014,661369,183455.0,183455.0,EUR
corda__h2020::4e175ec984d54b6c45b184ac7116fbff,INNOVATIVE,The Integration of Novel Aerospace Technologies,European Commission,H2020::MSCA-COFUND-DP::665468,H2020,MSCA-COFUND-DP,,false,,2016-03-01,2021-08-31,2016,2021,65,yes,85,104,3,H2020-MSCA-COFUND-2014,665468,3767040.0,1883520.0,EUR
corda__h2020::5ba659680f83f8d140c5de588888495b,AMPHORA,ACOUSTIC MARKERS FOR ENHANCED REMOTE SENSING OF RADIATION DOSES,European Commission,H2020::RIA::766456,H2020,RIA,,false,,2017-11-01,2022-04-30,2017,2022,53,yes,38,163,5,H2020-FETOPEN-1-2016-2017,766456,3932780.0,3932780.0,EUR
corda__h2020::62ca689e601117ba3c130c4830b1cf1d,CHANGE,Researchers Changing Society,European Commission,H2020::CSA::722854,H2020,CSA,,false,,2016-05-01,2017-12-31,2016,2017,19,yes,8,0,0,H2020-MSCA-NIGHT-2016,722854,428884.0,233584.0,EUR
corda__h2020::63def9b6f9376251e370ec93ee6031af,LoCoMaTech,Low Cost Materials Processing Technologies for Mass Production of Lightweight Vehicles,European Commission,H2020::RIA::723517,H2020,RIA,,false,,2016-09-01,2019-08-31,2016,2019,35,yes,44,732,4,H2020-NMBP-GV-2016,723517,7997720.0,7997720.0,EUR
corda__h2020::65dc9b77e4c7c38bae90a80911f36d9b,NEXES,NEXt generation Emergency Services,European Commission,H2020::RIA::653337,H2020,RIA,,false,,2015-05-01,2018-04-30,2015,2018,35,yes,47,1568,2,H2020-DRS-2014,653337,5761080.0,5760840.0,EUR
corda__h2020::66e0aa7d437bd5191d611b76a6950b57,TUgbOAT,Towards Unification of Algorithmic Tools,European Commission,H2020::ERC::772346,H2020,ERC,ERC-COG,false,,2018-09-01,2024-08-31,2018,2024,71,yes,21,0,0,ERC-2017-COG,772346,1510800.0,1510800.0,EUR
corda__h2020::6dc41685ee5c1c320beb3ad1dfa6f2f0,FLAG-ERA III,The Flagship ERA-NET — FLAG-ERA III,European Commission,H2020::ERA-NET-Cofund::825207,H2020,ERA-NET-Cofund,,false,,2018-12-01,2024-11-30,2018,2024,71,yes,11,0,0,H2020-FETFLAG-2018-02,825207,20241100.0,6679570.0,EUR
corda__h2020::6f698dbdd1b94c60e95793f4c317b4b9,FRESHER,FoResight and Modelling for European HEalth Policy and Regulation,European Commission,H2020::RIA::643576,H2020,RIA,,false,,2015-01-01,2017-12-31,2015,2017,35,yes,32,975,8,H2020-PHC-2014-single-stage,643576,2650410.0,2650410.0,EUR
corda__h2020::7094a13dde110ed95dd3798a5fca7d77,STAQAMOF,Statistical modelling across price and time scales: a quantitative approach to modern financial regulation,European Commission,H2020::ERC::679836,H2020,ERC,ERC-STG,false,,2016-10-01,2021-09-30,2016,2021,59,yes,36,62,1,ERC-2015-STG,679836,1165620.0,1165620.0,EUR
corda__h2020::83da314317828f938d946b5c8fc65e84,BIOTRAFO,"Raising knowledge and developing technology for the design and deployment of high-performance power transformers immersed in biodegradable fluids
“BIOTRAFO”",European Commission,H2020::MSCA-RISE::823969,H2020,MSCA-RISE,,false,,2019-01-01,2023-09-30,2019,2023,56,yes,32,0,0,H2020-MSCA-RISE-2018,823969,685400.0,685400.0,EUR
corda__h2020::844c8dc3fff75485f147db660e2b8aad,USES,Understanding Social-Ecological Systems: Coupling population and satellite remotely sensed environmental data to improve the evidence base for sustainable development,European Commission,H2020::MSCA-IF-EF-ST::656811,H2020,MSCA-IF-EF-ST,,false,,2015-11-01,2018-02-13,2015,2018,27,yes,1,343,1,H2020-MSCA-IF-2014,656811,212195.0,212195.0,EUR
corda__h2020::8bffd9dc86f7cc574a0d7075a271af96,PhenoMeNal,PhenoMeNal: A comprehensive and standardised e-infrastructure for analysing medical metabolic phenotype data,European Commission,H2020::RIA::654241,H2020,RIA,,false,,2015-09-01,2018-08-31,2015,2018,35,yes,146,1308,52,H2020-EINFRA-2014-2,654241,8005910.0,7684920.0,EUR
corda__h2020::8cb2b664c8b891372066648218d9f2ef,C123,Methane oxidative conversion and hydroformylation to propylene,European Commission,H2020::RIA::814557,H2020,RIA,,false,,2019-01-01,2023-06-30,2019,2023,53,yes,15,0,0,H2020-NMBP-ST-IND-2018,814557,6353370.0,6353370.0,EUR
corda__h2020::9387874de5e07510cacb17c72bcea075,FLOWERPOWER,Establishing a new generation of horticulturists: Multidisciplinary approach for breeding innovative novelties using classical and biotechnological methods,European Commission,H2020::MSCA-ITN-EID::675657,H2020,MSCA-ITN-EID,,false,,2016-03-01,2020-02-29,2016,2020,47,yes,43,802,12,H2020-MSCA-ITN-2015,675657,1515450.0,1515450.0,EUR
corda__h2020::9f26f02d03dc917ab765ee6381734bde,L2C,Learning to Control - Smart and Data-Driven Formal Methods for Cyber-Physical Systems control,European Commission,H2020::ERC::864017,H2020,ERC,ERC-COG,false,,2020-09-01,2025-08-31,2020,2025,59,yes,24,0,0,ERC-2019-COG,864017,1911250.0,1911250.0,EUR
corda__h2020::a11f13fd9642846e584b9fe5291e8497,SAPHIR,Strengthening Animal Production and Health through the Immune Response,European Commission,H2020::RIA::633184,H2020,RIA,,false,,2015-03-01,2019-02-28,2015,2019,47,yes,114,1509,27,H2020-SFS-2014-2,633184,10549100.0,9000000.0,EUR
corda__h2020::a664bb71cae607260ad2323070d8a1e0,VADEMECOM,VAlidation driven DEvelopment of Modern and Efficient COMbustion technologies,European Commission,H2020::ERC::714605,H2020,ERC,ERC-STG,false,,2017-04-01,2022-03-31,2017,2022,59,yes,57,457,12,ERC-2016-STG,714605,1499110.0,1499110.0,EUR
corda__h2020::b32f0f2bc949cd81e3991d508fdc7e3e,COGNITIVE THREADS,Separating parallel threads of cognition to better explain behaviour,European Commission,H2020::ERC::850404,H2020,ERC,ERC-STG,false,,2020-11-01,2025-10-31,2020,2025,59,yes,10,0,0,ERC-2019-STG,850404,1490520.0,1490520.0,EUR
corda__h2020::b3e6830e8523ab7c9372a6b3c3c1c4bf,ISIFit,Individualised and self-adapting sound processing for cochlear implants,European Commission,H2020::ERC::637424,H2020,ERC,ERC-STG,false,,2015-11-01,2021-04-30,2015,2021,65,yes,58,642,10,ERC-2014-STG,637424,1734360.0,1734360.0,EUR
